City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,edremit,39.5961,27.0244,17.49,100,40,1.54,TR,1699493866
364,akhtubinsk,48.2795,46.1722,8.97,67,100,5.19,RU,1699493866
365,dhuusamarreeb,5.535,46.3861,24.29,81,100,4.44,SO,1699493866
366,tagta,41.6504,59.9164,3.97,93,0,3.09,TM,1699493867
367,mantua,45.1667,10.7833,7.58,78,15,0.38,IT,1699493867
368,manismata,-2.4667,111.0333,30.4,65,94,1.71,ID,1699493868
369,lihue,21.9789,-159.3672,27.58,71,40,4.63,US,1699493868
370,tamanrasset,22.785,5.5228,18.92,16,51,3.77,DZ,1699493668
371,taourirt,34.4073,-2.8973,13.05,41,95,1.33,MA,1699493869
372,lerwick,60.1545,-1.1494,8.0,74,43,7.65,GB,1699493869
373,ramban,33.25,75.25,12.26,54,89,2.82,IN,1699493870
374,phang nga,8.4509,98.5298,29.02,77,67,0.58,TH,1699493870
375,jining,35.405,116.5814,14.89,51,98,8.49,CN,1699493870
376,yueyang,29.3333,113.0919,18.65,93,100,2.48,CN,1699493871
377,cherepovets,59.1333,37.9,4.88,92,100,2.05,RU,1699493871
378,badiyah,22.45,58.8,22.83,72,1,1.56,OM,1699493871
379,cacheu,12.2706,-16.1658,23.05,71,31,2.31,GW,1699493872
380,bridgewater,44.3835,-64.5155,1.82,68,53,8.23,CA,1699493872
381,tsiombe,-25.3,45.4833,23.43,74,100,1.93,MG,1699493872
382,laguna,38.421,-121.4238,18.98,41,0,3.6,US,1699493873
383,djibo,14.1022,-1.6306,28.56,21,97,2.96,BF,1699493873
384,shushtar,32.0455,48.8567,21.36,37,0,0.3,IR,1699493873
385,tura,25.5198,90.2201,21.43,70,2,0.6,IN,1699493874
386,pobe,6.9801,2.6649,23.34,96,35,1.47,BJ,1699493874
387,georgetown,5.4112,100.3354,29.97,77,20,1.54,MY,1699493874
388,masvingo,-20.0637,30.8277,18.05,80,98,3.11,ZW,1699493875
389,bonga,7.2833,36.2333,13.97,98,46,0.84,ET,1699493875
390,balabac,7.9868,117.0645,28.98,75,92,4.35,PH,1699493875
391,ploudalmezeau,48.5333,-4.65,12.14,93,75,5.14,FR,1699493876
392,lata,40.1629,-8.3327,13.29,94,100,1.89,PT,1699493876
393,taulaga,-11.0553,-171.0883,28.55,70,100,3.51,AS,1699493876
394,embi,48.8264,58.1442,7.78,80,100,5.01,KZ,1699493877
395,aginskoye,51.1,114.53,-9.49,76,100,4.77,RU,1699493877
396,hadibu,12.65,54.0333,25.64,76,15,3.22,YE,1699493878
397,maridi,4.9158,29.4742,19.61,97,100,1.67,SS,1699493878
398,kirando,-7.4167,30.6,23.44,78,98,1.77,TZ,1699493878
399,outjo,-20.1167,16.15,19.72,28,0,3.37,NA,1699493879
400,rio tuba,8.5061,117.4317,29.07,74,89,5.25,PH,1699493879
401,taltal,-25.4,-70.4833,15.79,83,47,0.29,CL,1699493421
402,linganore,39.4404,-77.208,10.8,69,0,0.89,US,1699493879
403,calca,-13.3333,-71.95,17.64,76,100,2.15,PE,1699493880
404,bodaybo,57.8506,114.1933,-17.47,94,99,0.49,RU,1699493880
405,robore,-18.3333,-59.75,30.35,38,39,0.85,BO,1699493880
406,sarina,-21.4333,149.2167,29.04,47,9,4.74,AU,1699493881
407,uturoa,-16.7333,-151.4333,25.9,79,30,9.29,PF,1699493881
408,al lagowa,11.4,29.1333,26.68,57,100,0.7,SD,1699493881
409,monywa,22.1167,95.1333,24.95,78,55,2.32,MM,1699493882
410,pyapon,16.2833,95.6833,27.0,70,88,2.07,MM,1699493882
411,tsimasham,27.0989,89.536,9.8,60,36,0.81,BT,1699493882
412,ajaigarh,24.9,80.2667,21.46,47,6,1.97,IN,1699493883
413,mungaa,-4.9667,34.8833,16.85,66,99,3.77,TZ,1699493883
414,barcelos,41.5388,-8.6151,12.18,88,100,2.53,PT,1699493725
415,nizhneudinsk,54.9076,99.0276,-13.69,84,32,1.61,RU,1699493883
416,lycksele,64.5954,18.6735,-1.07,100,95,1.03,SE,1699493884
417,broken hill,-31.95,141.4333,29.89,22,0,1.63,AU,1699493350
418,lospalos,-8.5186,127.0025,33.41,30,1,2.75,TL,1699493885
419,prince rupert,54.3161,-130.3201,10.05,79,100,14.92,CA,1699493885
420,ta`u,-14.2336,-169.5144,26.99,81,100,4.21,AS,1699493885
421,plettenberg bay,-34.0527,23.3716,12.61,80,0,1.82,ZA,1699493886
422,guerrero negro,27.9769,-114.0611,19.6,64,82,6.1,MX,1699493613
423,vernon,50.2581,-119.2691,5.42,86,27,0.51,CA,1699493886
424,stawell,-37.05,142.7667,24.41,34,0,0.94,AU,1699493329
425,tumayr,25.7039,45.868,18.78,36,0,1.65,SA,1699493887
426,mataram,-8.5833,116.1167,32.45,63,57,3.73,ID,1699493887
427,extrema,-22.8547,-46.3183,19.06,52,91,2.2,BR,1699493888
428,vallenar,-28.5708,-70.7581,21.8,44,6,2.31,CL,1699493888
429,lewiston orchards,46.3804,-116.9754,8.95,69,0,1.54,US,1699493604
430,tazacorte,28.629,-17.9293,21.54,74,75,5.66,ES,1699493889
431,ad dawadimi,24.5077,44.3924,17.64,44,0,3.91,SA,1699493889
432,vilyuysk,63.7553,121.6247,-17.18,94,100,2.47,RU,1699493890
433,dunedin,-45.8742,170.5036,11.0,80,96,3.13,NZ,1699493890
434,letlhakeng,-24.0944,25.0298,20.5,63,0,3.22,BW,1699493890
435,mandan,46.8267,-100.8896,3.99,61,0,4.12,US,1699493516
436,nova sintra,14.8667,-24.7167,22.92,67,92,7.43,CV,1699493891
437,ayr,55.4627,-4.6339,6.29,81,20,4.12,GB,1699493714
438,kapuskasing,49.4169,-82.4331,-2.0,74,100,5.14,CA,1699493729
439,mtambile,-5.3833,39.7,25.6,81,52,1.49,TZ,1699493891
440,colonia,50.9333,6.95,11.05,86,40,4.12,DE,1699493892
441,sol'tsy,58.1239,30.3238,5.95,95,99,1.72,RU,1699493892
442,mkushi,-13.6202,29.3939,19.11,87,100,1.75,ZM,1699493892
443,kyelang,32.5833,77.0333,-6.26,78,13,2.38,IN,1699493893
444,bodo,67.28,14.405,3.02,70,100,7.2,NO,1699493893
445,kill devil hills,36.0307,-75.676,16.66,80,0,0.0,US,1699493893
446,baruun-urt,46.6806,113.2792,-16.31,87,69,4.87,MN,1699493893
447,vinh,18.6667,105.6667,26.42,80,11,1.18,VN,1699493894
448,toliara,-23.35,43.6667,24.06,84,100,1.67,MG,1699493895
449,kijang,35.2442,129.2139,14.85,65,87,3.8,KR,1699493895
450,alofi,-19.0595,-169.9187,28.94,70,64,4.63,NU,1699493302
451,manokwari,-0.8667,134.0833,25.9,84,100,0.98,ID,1699493896
452,tarawa,1.419,172.984,29.2,72,16,1.67,KI,1699493896
453,kalifornsky,60.4183,-151.29,1.89,98,100,3.6,US,1699493896
454,qarah bagh,34.9402,61.7759,8.05,74,5,4.03,AF,1699493897
455,ascencion,31.1,-107.9833,21.45,29,100,7.67,MX,1699493897
456,kourou,5.1552,-52.6478,26.03,80,26,4.76,GF,1699493897
457,hancheng,32.5186,112.3522,18.87,56,100,4.21,CN,1699493898
458,santa terezinha,-29.9002,-50.0904,21.12,80,73,3.6,BR,1699493898
459,tchintabaraden,15.8969,5.7985,24.96,12,94,4.53,NE,1699493898
460,fuzesgyarmat,47.1,21.2167,6.47,79,2,3.08,HU,1699493899
461,kongolo,-5.3833,27.0,22.07,96,97,0.85,CD,1699493899
462,sulak,43.2734,47.5146,12.85,89,100,9.21,RU,1699493899
463,bengkulu,-3.8004,102.2655,26.78,78,56,1.77,ID,1699493900
464,illizi,26.4833,8.4667,23.42,14,100,2.64,DZ,1699493900
465,happy valley-goose bay,53.3168,-60.3315,-1.83,86,100,7.72,CA,1699493879
466,kolonia town,6.964,158.206,30.06,79,100,4.12,FM,1699493901
467,afaahiti,-17.75,-149.2833,26.93,85,99,9.75,PF,1699493901
468,winnemucca,40.973,-117.7357,4.03,41,0,1.54,US,1699493901
469,ulsan,35.5372,129.3167,19.07,59,49,3.78,KR,1699493902
470,itacare,-14.2775,-38.9967,23.03,81,11,3.41,BR,1699493902
471,belmonte,-15.8631,-38.8828,22.74,77,0,2.55,BR,1699493903
472,kyren,51.6828,102.1408,-14.62,70,3,0.27,RU,1699493903
473,portland,45.5234,-122.6762,9.96,86,20,0.89,US,1699493808
474,puerto colombia,10.9878,-74.9547,29.05,80,7,6.87,CO,1699493904
475,ulanhot,46.0833,122.0833,-4.78,38,0,5.21,CN,1699493904
476,crane,31.3974,-102.3501,25.62,26,93,0.78,US,1699493904
477,walvis bay,-22.9575,14.5053,13.94,94,0,4.12,NA,1699493905
478,kaa-khem,51.6833,94.7333,-11.44,78,89,2.09,RU,1699493905
479,nantucket,41.2835,-70.0995,6.06,57,0,5.66,US,1699493905
480,enterprise,36.0252,-115.2419,17.3,20,0,10.29,US,1699493906
481,cannonvale,-20.2833,148.7,25.66,62,15,5.97,AU,1699493906
482,asola,45.2211,10.4136,7.43,77,43,0.95,IT,1699493906
483,banff,51.1762,-115.5698,2.57,47,67,2.06,CA,1699493872
484,caleta olivia,-46.4393,-67.5281,14.22,38,15,3.06,AR,1699493907
485,sechura,-5.5569,-80.8222,20.18,78,44,6.67,PE,1699493907
486,kiama,-34.6833,150.8667,25.7,69,94,5.82,AU,1699493907
487,tosontsengel,48.7567,98.2839,-19.54,91,100,1.43,MN,1699493908
488,martapura,-3.4167,114.85,30.05,74,20,2.57,ID,1699493908
489,port blair,11.6667,92.75,28.72,72,9,2.33,IN,1699493908
490,lodwar,3.1191,35.5973,25.9,63,27,2.32,KE,1699493909
491,raduzhnyy,62.0961,77.475,-3.03,93,91,5.61,RU,1699493909
492,valley center,33.2184,-117.0342,18.69,44,0,4.37,US,1699493909
493,silver city,32.7701,-108.2803,14.81,25,0,4.63,US,1699493910
494,tierp,60.3427,17.5181,3.9,95,100,1.78,SE,1699493910
495,weno,7.4515,151.8468,29.97,79,75,6.17,FM,1699493911
496,bardai,11.65,7.2333,22.15,23,78,2.36,NG,1699493911
497,qazvin,36.2797,50.0049,5.79,81,0,1.03,IR,1699493912
498,sant antoni de portmany,38.9807,1.3036,17.43,63,0,7.2,ES,1699493912
499,howrah,22.5892,88.3103,23.0,78,3,0.0,IN,1699493912
500,rio largo,-9.4783,-35.8533,24.25,88,20,1.54,BR,1699493913
501,letlhakane,-21.4167,25.5833,21.12,68,0,5.81,BW,1699493913
502,arkhara,49.4212,130.0842,-11.24,96,86,1.79,RU,1699493913
503,barah,13.7,30.3667,26.57,28,24,3.38,SD,1699493913
504,tottori,35.5,134.2333,20.04,60,20,2.57,JP,1699493914
505,ouani,-12.1322,44.4258,26.29,79,49,3.46,KM,1699493914
506,gaoual,11.75,-13.2,24.48,62,83,1.4,GN,1699493914
507,floro,61.5996,5.0328,5.54,81,100,10.29,NO,1699493915
508,quellon,-43.1167,-73.6167,8.17,81,95,2.79,CL,1699493915
509,tadine,-21.55,167.8833,23.12,54,47,7.86,NC,1699493915
510,san jose de mayo,-34.3375,-56.7136,14.64,48,42,0.62,UY,1699493915
511,ulaangom,49.9811,92.0667,-6.25,93,100,3.17,MN,1699493916
512,aasiaat,68.7098,-52.8699,-5.09,82,100,0.71,GL,1699493916
513,ayaviri,-14.8864,-70.5889,10.88,55,98,1.89,PE,1699493916
514,ebon,4.582,168.6964,27.01,85,100,5.83,MH,1699493917
515,altamira,-3.2033,-52.2064,25.88,57,96,0.67,BR,1699493917
516,gewane,10.1664,40.6453,27.14,38,98,1.41,ET,1699493917
517,nouadhibou,20.931,-17.0347,19.99,73,94,8.75,MR,1699493917
518,fada,9.5667,8.3,21.36,60,100,1.01,NG,1699493918
519,amalapuram,16.5833,82.0167,25.85,80,100,1.52,IN,1699493918
520,trubchevsk,52.5798,33.7644,3.57,95,14,2.62,RU,1699493918
521,boa vista,2.8197,-60.6733,27.99,69,20,2.06,BR,1699493700
522,acheng,45.5454,126.977,-3.5,87,100,1.85,CN,1699493919
523,vuktyl,63.8567,57.3094,2.28,99,100,4.47,RU,1699493919
524,nyons,44.3333,5.1667,5.86,78,100,3.4,FR,1699493919
525,kaoma,-14.7833,24.8,17.44,92,99,0.76,ZM,1699493920
526,samitah,16.596,42.9444,28.27,72,36,2.38,SA,1699493920
527,tabriz,38.08,46.2919,6.7,57,0,2.06,IR,1699493920
528,lesnoy,57.6198,63.0784,0.76,89,100,1.61,RU,1699493921
529,eureka,40.8021,-124.1637,12.34,85,4,1.34,US,1699493921
530,usinsk,65.9939,57.5281,1.71,100,100,5.36,RU,1699493921
531,saint-philippe,-21.3585,55.7679,21.77,82,3,3.97,RE,1699493922
532,ouesso,1.6136,16.0517,21.68,98,97,0.88,CG,1699493922
533,point pedro,9.8167,80.2333,27.07,79,100,0.62,LK,1699493923
534,mineiros,-17.5694,-52.5511,25.74,55,82,1.39,BR,1699493923
535,wotho,10.1657,166.0102,28.03,79,82,9.36,MH,1699493924
536,kainantu,-6.2887,145.8655,24.5,58,82,0.36,PG,1699493924
537,trincomalee,8.5711,81.2335,26.17,83,83,1.72,LK,1699493924
538,termas de rio hondo,-27.4998,-64.8604,23.33,48,8,4.24,AR,1699493925
539,dunay,42.8803,132.3375,2.62,95,100,3.78,RU,1699493925
540,hechuan,29.9947,106.2572,19.27,77,84,1.51,CN,1699493925
541,zhelezinka,53.54,75.3072,1.09,51,1,4.41,KZ,1699493926
542,salmon arm,50.6998,-119.3024,4.62,87,77,0.51,CA,1699493926
543,al bardiyah,31.7561,25.0865,19.82,82,2,2.43,LY,1699493928
544,fort-shevchenko,44.5086,50.263,11.34,76,99,5.65,KZ,1699493928
545,maintirano,-18.0667,44.0167,25.85,83,3,1.53,MG,1699493928
546,chegdomyn,51.1167,133.0167,-4.49,71,100,2.3,RU,1699493929
547,las tablas,7.7667,-80.2833,26.66,86,99,4.58,PA,1699493929
548,timimoun,29.2639,0.231,19.42,52,10,7.76,DZ,1699493930
549,brisas de zicatela,15.8369,-97.0419,29.29,100,75,3.09,MX,1699493351
550,gulnar,36.3415,33.3992,11.65,83,100,0.5,TR,1699493930
551,villa zempoala,19.45,-96.4167,26.06,91,83,1.19,MX,1699493773
552,woolgoolga,-30.1106,153.2007,26.69,68,96,6.4,AU,1699493931
553,nadi,-17.8,177.4167,30.0,58,100,6.17,FJ,1699493698
554,tiznit,29.5833,-9.5,17.74,36,31,0.96,MA,1699493932
555,darwin,-12.4611,130.8418,33.86,57,20,3.6,AU,1699493932
556,nabire,-3.3667,135.4833,28.29,78,83,1.0,ID,1699493933
557,polatsk,55.4859,28.7756,6.02,88,97,2.5,BY,1699493933
558,yekaterinoslavka,50.3734,129.1139,-8.54,88,87,0.8,RU,1699493933
559,fort-de-france,14.6089,-61.0733,25.97,89,20,2.06,MQ,1699493933
560,beidao,34.5686,105.8933,10.0,36,39,1.69,CN,1699493934
561,sumbe,-11.2061,13.8437,24.66,86,100,3.19,AO,1699493934
562,riyadh,24.6877,46.7219,17.08,38,0,1.18,SA,1699493935
563,kamien pomorski,53.9685,14.7726,7.09,82,100,6.3,PL,1699493935
564,iquitos,-3.7481,-73.2472,25.02,88,75,2.57,PE,1699493669
565,qalat,32.1058,66.9083,10.16,76,5,2.77,AF,1699493935
566,cadale,2.7603,46.3222,27.16,81,100,4.35,SO,1699493936
567,cuellar,41.3679,-4.3084,10.55,89,100,8.79,ES,1699493936
568,bandarbeyla,9.4942,50.8122,25.56,80,92,4.42,SO,1699493936
569,revelstoke,50.9832,-118.2023,4.01,93,100,0.0,CA,1699493937
570,santa elena de uairen,4.6167,-61.1333,20.53,86,24,1.5,VE,1699493937
571,mil'kovo,55.6078,37.7956,5.59,97,99,1.22,RU,1699493937
572,beberibe,-4.1797,-38.1306,26.17,80,64,7.4,BR,1699493937
573,dapa,9.7594,126.0531,28.85,72,18,2.77,PH,1699493939
574,dolores,-36.3132,-57.6792,10.69,69,56,3.53,AR,1699493939
575,las lomas,8.4333,-82.4,28.66,89,40,3.58,PA,1699493939
576,xilin hot,43.9667,116.0333,-11.82,73,4,7.41,CN,1699493940
577,leh,34.1667,77.5833,-0.49,60,76,0.62,IN,1699493940
578,lu-uk,5.9684,121.3122,29.46,69,100,1.26,PH,1699493940
579,dhidhdhoo,6.8833,73.1,26.2,85,100,4.43,MV,1699493825
580,qatana,33.4354,36.0815,9.24,42,0,1.04,SY,1699493940
581,aral,40.5156,81.2636,8.25,21,100,1.7,CN,1699493941
582,thunder bay,48.4001,-89.3168,1.99,100,100,1.54,CA,1699493941
583,oxford,51.7522,-1.256,7.08,93,20,3.09,GB,1699493817
584,puqi,29.7167,113.8833,18.87,93,100,1.59,CN,1699493941
585,xianning,29.8833,114.2167,18.49,92,100,2.01,CN,1699493942
586,port said,31.2565,32.2841,23.99,73,40,3.09,EG,1699493942
587,topi,34.0704,72.6236,17.28,39,85,1.87,PK,1699493942
588,arkhangel'sk,64.5401,40.5433,0.63,99,100,3.25,RU,1699493942
589,shimoda,34.6667,138.95,19.2,64,100,3.85,JP,1699493943
